rand_earth (Earth Radii),rand_ice,rand_iron,rand_sio2,planet_mass (kg),max_p (Pa),diamond_formation
0.8883716534397367,0.5236375202661494,0.2381812398669253,0.2381812398669253,1.521943628372168e+24,17631620032.80423,yes
1.3738288925607494,0.6508276910127873,0.17458615449360637,0.17458615449360637,6.339612728959579e+24,66855926900.8782,yes
0.6704732500413828,0.4991294670926192,0.2504352664536904,0.2504352664536904,5.7882852884317385e+23,7508634726.049695,no
0.5478963156213458,0.8018652404131826,0.09906737979340868,0.09906737979340868,2.106633231921336e+23,3393568115.3507457,no
0.5904229438467776,0.5832476998293704,0.2083761500853148,0.2083761500853148,3.264754175415645e+23,4911766971.261563,no
1.3857252288647337,0.3975421385536205,0.30122893072318974,0.30122893072318974,8.789969162296285e+24,67121930656.58357,yes
1.2366841321591264,0.15248512836076866,0.42375743581961567,0.42375743581961567,9.187677844299863e+24,24200213950.925602,yes
0.8260325773510054,0.20256322674895594,0.39871838662552206,0.39871838662552206,2.0223091335522505e+24,9091347592.02284,no
1.4523766017173685,0.4591216926685867,0.27043915366570664,0.27043915366570664,9.524585485732989e+24,81697245732.00375,yes
0.6144798745152192,0.38197245897840315,0.3090137705107984,0.3090137705107984,5.092617431554134e+23,5404937981.865717,no
0.8119035310549598,0.8359269782516857,0.08203651087415714,0.08203651087415714,8.900822840227099e+23,11753935214.800552,yes
0.5997018249302896,0.630654210300421,0.1846728948497895,0.1846728948497895,3.2908793478495656e+23,5055337812.995326,no
0.7336013983372998,0.4295527744984424,0.2852236127507788,0.2852236127507788,8.840918677944722e+23,9668912892.456245,no
1.0362280749617718,0.1959163866023788,0.4020418066988106,0.4020418066988106,4.4994220771476086e+24,17363474319.63419,yes
0.7624782680405637,0.4944049682710502,0.2527975158644749,0.2527975158644749,9.179220740119537e+23,11025203395.346676,yes
0.9498332482805678,0.5444903991067457,0.22775480044662716,0.22775480044662716,1.8828553870402649e+24,21638157906.601547,yes
0.9317064834039692,0.8206011218833239,0.08969943905833805,0.08969943905833805,1.458053232924835e+24,17999381723.678596,yes
1.1300255046576742,0.684284636848587,0.1578576815757065,0.1578576815757065,3.0697698115263065e+24,35126009084.31501,yes
0.5520343368221763,0.3619443333005842,0.3190278333497079,0.3190278333497079,3.6023019047103644e+23,3766879399.4346585,no
1.2147731375898418,0.5233183148368099,0.23834084258159505,0.23834084258159505,4.5885664329634546e+24,45780297399.77492,yes
1.2586944611949593,0.5885438644552696,0.2057280677723652,0.2057280677723652,4.859073560977649e+24,50911175583.79029,yes
1.4532769705689108,0.37404560350854543,0.3129771982457273,0.3129771982457273,1.0872010997654068e+25,77293432419.97597,yes
0.9640524747833493,0.614721576744367,0.1926392116278165,0.1926392116278165,1.845302507195402e+24,22262869859.818012,yes
1.2522995204417544,0.28511635328674967,0.35744182335662517,0.35744182335662517,7.389721076836424e+24,41086224997.04229,yes
0.5738553399684698,0.8173565667157171,0.09132171664214145,0.09132171664214145,2.5000411235423406e+23,3965998983.507338,no
1.4721031464459178,0.4246729450942185,0.28766352745289075,0.28766352745289075,1.0537065775116337e+25,84213726211.59532,yes
1.3605045136899465,0.3473416811870864,0.3263291594064568,0.3263291594064568,8.928766107990217e+24,59841252957.28308,yes
0.6292564988282041,0.4393155949708215,0.28034220251458924,0.28034220251458924,5.031451718028714e+23,6047491563.68397,no
0.7760500945858532,0.8491229425943078,0.07543852870284612,0.07543852870284612,7.552979620297134e+23,10205484940.292425,yes
0.6922318893965047,0.42214542790578224,0.2889272860471089,0.2889272860471089,7.28121179369674e+23,8081289739.988046,no
0.8158162582586761,0.15974260451225827,0.42012869774387085,0.42012869774387085,2.1068329979587014e+24,7113719521.521056,no
1.1032329133351613,0.45204670265916336,0.2739766486704183,0.2739766486704183,3.58096460273382e+24,33452443251.30831,yes
0.7399435867076125,0.46185023731962394,0.26907488134018803,0.26907488134018803,8.665936034336681e+23,10030054550.534283,yes
0.5497308187831049,0.19394211002103656,0.4030289449894817,0.4030289449894817,4.9329190555106634e+23,2419646348.6471314,no
1.1254452940243524,0.34993575578269054,0.32503212210865473,0.32503212210865473,4.514247568974077e+24,32691316481.7437,yes
1.2964939776569127,0.8584469232897908,0.07077653835510461,0.07077653835510461,4.7387036095476466e+24,50966770143.6257,yes
1.3634912385429765,0.8463401459245575,0.07682992703772124,0.07682992703772124,5.704044593176148e+24,60776190558.31236,yes
1.4351814850871047,0.17295534143346059,0.4135223292832697,0.4135223292832697,1.522032372183336e+25,44198669152.298744,yes
1.2796837592455512,0.22744987465627622,0.3862750626718619,0.3862750626718619,8.925053913985453e+24,37726960950.50388,yes
